S,102,
R,184,$1.66
R,132,$10.65
S,58,
R,177,$5.93
S,134,
R,169,$6.20
R,109,$10.96
P,44,
R,57,$11.42
P,25,
S,48,
S,33,
R,203,$19.57
P,28,
S,28,
R,219,$11.70
R,75,$10.23
R,178,$9.28
S,143,
R,229,$4.97
R,230,$5.29
S,70,
R,108,$12.54
S,7,
R,225,$12.60
R,22,$8.52
R,138,$13.63
S,60,
P,24,
R,140,$14.09
P,66,
R,161,$6.99
P,40,
S,165,
S,93,
P,57,
P,22,
S,108,
P,70,
S,70,
P,65,
P,20,
R,74,$15.01
R,4,$11.09
P,66,
S,105,
R,19,$16.25
P,15,
P,56,
S,11,
R,170,$13.43
S,131,
P,16,
S,111,
S,29,
S,153,
S,83,
S,79,
P,16,
R,99,$10.65
R,157,$13.58
S,164,
R,160,$7.24
P,63,
R,11,$17.18
P,50,
S,118,
R,260,$6.02
R,239,$15.53
R,152,$10.15
R,241,$16.56
R,185,$14.60
P,75,
P,48,
R,124,$16.30
P,22,
S,116,
P,62,
R,142,$5.26
R,85,$6.21
R,201,$17.42
S,54,
S,87,
R,10,$17.13
S,156,
P,15,
S,38,
R,206,$6.42
P,26,
S,18,
R,41,$1.73
R,45,$4.05
S,122,
R,143,$16.18
R,20,$14.20
S,68,
P,13,
S,42,
P,57,
R,83,$2.50
S,61,
R,84,$17.37
S,162,
R,23,$16.98
P,75,
S,125,
S,63,
S,114,
S,103,
R,100,$11.22
P,48,
R,38,$6.94
S,110,
R,54,$17.54
P,22,
P,34,
R,181,$11.81
S,127,
P,45,
R,54,$9.41
R,205,$7.06
R,103,$1.34
S,141,
R,38,$7.50
S,91,
S,141,
P,29,
S,97,
R,77,$14.54
R,119,$3.35
S,10,
R,95,$13.93
R,86,$10.23
R,153,$11.72
R,216,$1.59
R,124,$17.91
P,57,
R,7,$18.50
P,62,
P,42,
R,207,$12.17
P,52,
P,45,
P,46,
P,27,
P,70,
P,66,
R,144,$15.69
R,232,$6.01
P,73,
R,226,$4.06
S,178,
R,126,$13.00
P,69,
P,28,
S,87,
S,51,
S,139,
R,39,$16.78
R,38,$7.94
R,178,$18.50
S,93,
S,122,
P,69,
R,175,$4.55
P,50,
P,57,
S,168,
P,55,
R,252,$5.82
P,73,
S,74,
R,160,$17.52
R,132,$3.04
P,46,
R,195,$3.12
R,141,$8.72
P,74,
S,157,
S,88,
P,22,
S,154,
P,21,
S,62,
R,239,$8.33
R,230,$17.02
S,105,
R,66,$8.87
S,153,
S,52,
P,32,
R,265,$3.22
P,70,
S,142,
P,17,
P,50,
S,133,
P,31,
S,152,
S,157,
R,225,$4.53
P,17,
P,33,
S,163,
R,70,$8.60
P,67,
R,206,$10.79
S,23,
R,215,$2.63
P,14,
R,235,$8.64
R,262,$12.80
S,94,
S,88,
R,264,$4.76
R,211,$2.69
P,66,
S,39,
S,143,
S,41,
R,131,$8.30
R,139,$16.15
S,89,
S,140,
P,49,
P,47,
P,71,
R,226,$13.88
R,198,$19.02
P,57,
R,229,$1.21
P,32,
R,47,$13.77
P,19,
R,49,$12.76
R,97,$18.74
R,31,$6.79
R,148,$13.06
R,251,$13.47
R,124,$10.42
R,162,$1.90
S,129,
S,78,
R,263,$7.10
R,250,$5.07
S,22,
R,262,$17.14
S,77,
P,63,
P,34,
S,67,
S,135,
P,28,
S,98,
R,205,$16.09
R,262,$13.69
P,72,
S,155,
S,12,
S,43,
P,34,
S,13,
R,13,$10.53
R,184,$11.94
R,48,$15.47
P,40,
R,121,$15.92
S,150,
P,53,
P,42,
S,136,
P,26,
P,51,
S,70,
S,142,
R,39,$14.23
P,64,
R,213,$13.98
S,87,
R,107,$8.55
S,112,
S,71,
S,72,
P,47,
R,143,$11.87
S,170,
R,172,$5.94
R,156,$13.55
R,237,$16.46
S,164,
S,160,
R,83,$13.11
P,32,
S,41,
P,58,
P,42,
S,95,
R,251,$19.96
P,51,
P,61,
P,44,
S,79,
R,56,$6.73
P,11,
R,27,$11.58
P,24,
P,73,
R,147,$9.30
R,165,$11.98
R,51,$12.46
S,97,
S,146,
S,23,
S,74,
R,62,$18.80
P,70,
R,120,$6.91
S,140,
P,56,
S,99,
P,70,
P,42,
R,190,$1.54
R,158,$1.86
S,126,
S,145,
R,6,$1.62
R,206,$4.32
R,82,$12.85
R,239,$9.92
P,36,
S,30,
P,59,
P,43,
R,40,$2.64
P,20,
R,73,$11.70
P,44,
S,161,
P,60,
P,51,
P,16,
P,30,
P,22,
P,64,
R,4,$8.06
S,105,
R,236,$1.78
R,174,$3.94
S,165,
P,33,
R,70,$7.12
R,224,$16.28
R,238,$19.51
S,126,
R,263,$2.11
R,211,$11.94
P,31,
P,25,
R,79,$2.98
R,82,$16.24
P,17,
S,14,
S,96,
P,62,
R,146,$3.01
P,41,
S,140,
S,160,
S,68,
S,58,
S,96,
R,169,$15.33
R,116,$17.79
R,259,$10.58
P,64,
S,132,
P,46,
R,225,$2.65
P,65,
P,11,
R,13,$9.05
P,32,
R,244,$15.54
P,57,
P,19,
R,196,$11.55
R,220,$19.70
R,67,$14.99
R,186,$14.05
P,14,
P,12,
S,129,
R,217,$10.73
P,52,
P,38,
S,18,
R,21,$18.18
R,159,$18.63
S,137,
S,12,
P,34,
P,29,
R,235,$14.87
S,11,
R,224,$16.08
S,175,
R,245,$5.00
S,149,
S,25,
S,68,
S,42,
P,36,
P,16,
P,35,
R,207,$11.29
S,23,
P,40,
P,43,
R,147,$13.99
R,203,$7.22
S,172,
S,78,
S,94,
R,240,$10.47
P,23,
P,65,
S,82,
S,43,
S,151,
P,69,
R,161,$2.05
S,37,
P,67,
S,129,
P,61,
P,67,
R,36,$11.49
P,17,
S,36,
R,125,$5.37
R,21,$6.22
S,44,
S,170,
R,92,$15.19
R,142,$16.66
R,191,$16.11
P,26,
S,41,
S,155,
P,39,
R,182,$18.64
R,249,$10.31
P,28,
S,26,
R,258,$7.35
S,18,
S,101,
S,100,
S,13,
S,124,
P,40,
P,72,
S,39,
S,177,
S,151,
S,6,
S,67,
S,27,
P,51,
R,28,$8.93
P,51,
P,68,
S,97,
P,30,
R,141,$15.67
R,107,$2.78
P,49,
P,18,
R,203,$19.87
R,80,$9.61
P,50,
S,146,
P,32,
R,56,$12.53
P,51,
P,61,
P,52,
P,45,
P,50,
R,65,$2.51
R,20,$18.23
P,30,
S,23,
P,65,
R,48,$16.96
R,203,$3.67
S,23,
R,130,$18.61
P,10,
R,161,$14.47
P,16,
S,72,
R,135,$14.21
R,252,$8.55
S,22,
R,102,$8.71
S,178,
P,52,
S,102,
R,98,$13.99
S,10,
P,56,
S,155,
S,116,
P,17,
S,146,
R,139,$5.19
S,152,
S,178,
P,63,
S,64,
P,69,
S,82,
S,165,
R,125,$9.83
S,18,
S,4,
R,178,$11.36
S,166,
P,11,
S,101,
R,126,$5.78
R,191,$19.76
S,95,
P,24,
P,36,
R,11,$15.78
P,24,
R,158,$17.93
P,40,
S,49,
R,251,$1.04
S,145,
P,28,
R,196,$9.69
P,22,
R,242,$9.84
R,24,$11.17
P,75,
R,2,$3.97
S,126,
P,56,
P,21,
R,143,$17.78
S,101,
S,11,
P,51,
P,46,
S,122,
S,106,
P,20,
P,44,
R,253,$9.13
S,63,
S,117,
S,173,
S,12,
S,52,
S,135,
P,65,
P,63,
R,44,$7.51
P,40,
R,188,$1.68
S,35,
R,5,$17.43
P,58,
P,71,
P,54,
P,72,
S,68,
S,51,
R,44,$14.70
P,39,
S,53,
S,163,
R,249,$9.71
S,125,
S,104,
P,49,
S,73,
R,122,$16.85
P,37,
P,15,
P,62,
S,122,
S,145,
P,67,
S,172,
S,16,
S,176,
S,12,
S,162,
P,12,
R,112,$16.02
P,17,
S,88,
S,91,
S,26,
S,95,
R,96,$13.95
R,214,$7.16
P,56,
R,110,$19.13
R,53,$3.69
R,229,$1.63
S,180,
P,31,
P,67,
R,127,$12.34
P,47,
S,112,
R,89,$6.26
S,52,
P,67,
P,51,
S,43,
S,119,
P,33,
R,180,$17.93
P,63,
S,42,
R,238,$12.09
S,27,
S,148,
S,147,
R,107,$19.45
R,28,$13.12
P,28,
P,14,
P,41,
P,17,
R,31,$13.74
P,16,
P,33,
R,109,$2.10
P,70,
R,216,$18.00
P,29,
R,91,$11.61
P,16,
S,108,
S,14,
S,118,
P,32,
R,18,$9.21
P,72,
S,177,
R,26,$8.02
P,53,
P,43,
P,45,
P,37,
S,158,
R,72,$3.18
S,154,
S,12,
S,15,
S,174,
R,97,$8.48
R,156,$19.64
P,57,
P,33,
S,65,
P,27,
R,128,$10.67
R,240,$11.48
R,179,$1.71
S,92,
P,60,
R,185,$4.27
R,45,$13.61
S,86,
R,99,$11.19
S,60,
R,15,$3.33
P,59,
S,160,
S,176,
P,75,
S,23,
P,20,
R,193,$10.08
P,64,
P,63,
R,12,$14.43
P,23,
P,25,
P,35,
S,27,
S,137,
R,11,$18.61
R,251,$14.01
P,63,
R,228,$6.45
P,64,
R,230,$6.27
P,46,
S,134,
P,25,
P,74,
R,145,$12.89
R,103,$10.64
S,73,
S,33,
P,21,
S,7,
P,56,
R,110,$3.27
P,39,
P,75,
R,193,$19.09
R,162,$15.43
P,12,
R,147,$6.67
P,58,
R,12,$14.91
S,128,
P,60,
S,100,
R,106,$3.25
P,50,
P,12,
P,24,
P,67,
R,71,$16.93
P,74,
S,59,
S,64,
S,128,
R,123,$18.01
P,17,
S,11,
R,70,$11.08
P,75,
R,36,$1.86
R,119,$16.54
S,52,
R,226,$2.88
P,40,
P,26,
S,124,
R,65,$7.58
R,91,$19.24
P,40,
P,10,
R,242,$10.20
R,138,$2.94
P,50,
S,23,
R,183,$5.60
R,115,$16.82
R,198,$9.09
R,209,$5.21
P,36,
R,210,$5.02
P,23,
S,79,
S,172,
S,97,
S,84,
R,191,$7.52
P,37,
P,31,
S,18,
R,234,$2.31
S,106,
S,53,
R,217,$12.23
S,164,
P,41,
S,45,
R,31,$18.10
R,113,$10.63
S,108,
R,13,$13.47
R,148,$9.41
R,200,$4.53
R,217,$12.03
P,16,
S,155,
S,47,
S,134,
R,152,$2.32
S,62,
P,17,
R,202,$2.99
R,183,$18.91
P,19,
S,67,
S,43,
P,32,
R,250,$10.01
P,69,
R,82,$1.73
P,53,
S,43,
S,103,
R,99,$7.17
S,89,
S,63,
P,71,
S,120,
R,174,$14.46
P,74,
P,23,
P,59,
P,64,
R,200,$5.01
S,27,
S,173,
P,28,
R,88,$4.74
S,173,
R,80,$2.94
R,4,$18.46
P,60,
S,166,
P,17,
P,55,
R,172,$17.49
P,59,
P,57,
S,146,
R,166,$1.52
R,211,$17.76
R,242,$11.01
P,14,
S,142,
S,180,
R,14,$7.29
P,22,
R,191,$7.42
R,11,$9.88
S,98,
R,263,$11.84
S,125,
P,57,
P,42,
P,43,
R,225,$13.44
R,263,$18.34
R,41,$9.38
R,197,$5.21
P,56,
S,91,
S,165,
R,46,$2.03
R,223,$10.42
P,67,
P,23,
P,44,
S,12,
R,1,$10.48
S,111,
S,163,
S,125,
S,153,
P,39,
S,101,
P,19,
S,85,
S,90,
R,78,$5.04
P,29,
S,7,
R,255,$6.10
S,137,
P,68,
S,113,
P,34,
R,70,$7.58
S,72,
R,117,$1.68
R,243,$9.34
S,17,
P,37,
S,118,
P,17,
P,45,
S,110,
S,100,
P,45,
R,59,$8.84
R,180,$17.52
S,40,
R,257,$12.54
P,66,
P,67,
S,37,
R,129,$16.31
R,117,$1.32
P,17,
S,15,
P,45,
R,264,$4.55
S,65,
S,49,
P,33,
R,67,$6.31
P,38,
R,175,$8.38
S,157,
S,24,
P,39,
P,53,
R,232,$3.08
S,101,
S,81,
P,24,
S,152,
P,53,
P,55,
P,25,
P,48,
P,16,
S,124,
S,140,
P,38,
R,69,$10.91
S,89,
P,62,
P,34,
P,48,
P,67,
R,251,$4.52
S,144,
P,50,
S,99,
P,16,
S,56,
S,80,
P,21,
R,224,$12.07
R,64,$7.81
R,247,$7.59
S,82,
R,56,$15.98
P,62,
S,93,
S,171,
P,54,
R,163,$18.51
R,9,$3.30
R,200,$7.31
R,130,$3.27
R,96,$13.42
S,152,
S,89,
S,83,
R,108,$10.14
S,31,
P,65,
S,69,
S,147,
R,152,$14.86
R,29,$19.39
S,91,
S,85,
S,139,
R,16,$14.10
S,52,
S,168,
S,15,
R,102,$1.83
R,73,$15.41
R,151,$15.42
S,11,
S,72,
S,94,
S,81,
R,119,$14.83
P,38,
S,72,
P,50,
R,215,$3.20
P,15,
S,177,
S,116,
P,52,
R,84,$16.61
R,125,$4.06
P,48,
S,90,
R,9,$11.97
R,67,$6.78
R,212,$5.63
R,77,$1.12
R,247,$15.05
P,28,
R,260,$5.75
P,43,
P,29,
P,37,
R,2,$17.24
S,7,
P,64,
S,22,
S,40,
R,179,$3.76
P,56,
S,117,
S,5,
P,61,
R,33,$12.48
P,25,
R,12,$13.44
S,131,
S,159,
S,138,
P,62,
S,34,
S,117,
P,26,
R,67,$19.51
R,258,$11.79
S,24,
S,169,
S,133,
S,162,
P,53,
S,56,
P,11,
P,14,
R,124,$18.95
P,72,
S,20,
R,39,$18.86
P,30,
S,97,
S,129,
P,26,
P,51,
S,168,
R,167,$19.02
P,62,
R,244,$19.12
P,11,
S,11,
P,29,
S,4,
P,69,
R,60,$14.08
P,26,
R,227,$7.56
P,56,
P,68,
R,65,$2.83
R,254,$7.28
P,42,
R,97,$3.11
R,132,$4.26
R,111,$6.04
P,44,
P,53,
P,38,
S,123,
S,81,
S,53,
P,30,
R,73,$15.14
R,1,$6.45
R,150,$14.35
P,16,
P,65,
R,219,$19.27
R,149,$18.94
R,193,$3.15
P,55,
R,199,$11.19
S,40,
R,37,$17.21
P,43,
R,238,$10.70
P,25,
R,15,$5.78
S,45,
S,58,
R,126,$1.61
S,41,
R,47,$6.10
P,16,
S,2,
P,51,
S,94,
S,137,
P,67,
S,15,
S,53,
R,159,$16.25
R,174,$7.72
S,78,
R,170,$13.95
P,69,
S,85,
S,33,
R,172,$16.13
S,161,
R,55,$17.00
R,19,$14.07
R,193,$8.93
R,114,$5.62
R,94,$4.56
S,43,
P,63,
S,70,
R,230,$15.64
R,194,$12.43
R,135,$15.77
R,9,$16.62
R,13,$6.69
R,27,$9.59
P,57,
S,108,
S,126,
S,75,
S,108,
S,75,
P,60,
R,171,$1.73
R,82,$18.79
R,7,$3.31
P,38,
R,31,$12.45
R,196,$18.58
R,138,$5.11
R,150,$6.26
S,139,
P,73,
R,110,$14.86
P,63,
S,85,
R,17,$6.90
R,220,$3.37
P,24,
R,132,$16.72
P,46,
P,43,
R,20,$17.19
R,96,$8.02
P,37,
R,197,$13.28
S,105,
P,66,
S,10,
R,26,$14.59
P,75,
S,44,
P,47,
P,60,
S,111,
R,80,$8.06
P,63,
R,24,$6.72
S,117,
P,61,
P,69,
P,47,
S,80,
P,39,
R,2,$7.90
P,22,
R,203,$6.00
R,50,$18.57
R,235,$19.26
R,84,$10.78
R,179,$15.93
R,211,$19.23
R,23,$17.38
S,159,
P,47,
S,96,
R,228,$8.36
P,73,
P,73,
R,187,$12.87
R,227,$14.11
S,164,
S,125,
P,42,
P,10,
S,11,
P,61,
P,27,
R,59,$19.77
R,59,$17.47
P,66,
R,207,$8.27
R,177,$12.79
P,48,
S,130,
R,100,$4.03
P,36,
S,65,
R,172,$11.31
R,118,$18.77
S,86,
P,54,
S,76,
S,89,
R,62,$14.41
R,100,$15.90
P,64,
R,206,$7.43
R,156,$17.62
S,64,
R,166,$1.36
S,87,
P,64,
S,46,
P,75,
P,33,
P,26,
R,112,$8.65
P,62,
R,195,$10.24
S,177,
S,91,
P,40,
R,6,$5.90
S,13,
S,113,
R,112,$5.56
P,13,
P,67,
S,166,
S,156,
P,52,
S,25,
P,19,
S,57,
R,198,$5.02
R,156,$13.46
S,85,
R,133,$4.31
S,120,
S,170,
S,71,
S,65,
S,120,
S,148,
P,63,
P,22,
R,244,$7.24
R,226,$10.55
R,206,$6.35
P,23,
P,47,
P,59,
R,213,$11.98
R,178,$3.59
P,55,
R,97,$10.03
P,37,
R,172,$16.58
R,26,$14.37
P,50,
P,20,
R,96,$5.85
S,49,
P,32,
P,58,
R,182,$15.45
R,145,$6.09
R,109,$9.15
S,161,
S,154,
P,41,
P,22,
P,61,
R,67,$2.66
P,25,
R,148,$16.71
R,92,$17.15
R,183,$1.91
R,226,$4.59
P,16,
S,95,
R,185,$19.87
S,108,
P,72,
P,12,
R,234,$4.86
R,54,$14.09
S,90,
R,261,$19.90
R,169,$1.19
R,90,$10.84
P,19,
P,16,
S,176,
S,50,
R,110,$12.97
R,246,$9.56
P,64,
R,162,$3.44
R,227,$17.40
S,20,
S,147,
R,194,$2.49
P,22,
R,156,$16.61
P,47,
P,48,
P,37,
S,39,
P,34,
S,142,
P,34,
S,63,
S,161,
P,11,
P,51,
P,52,
P,67,
R,249,$19.91
P,14,
S,37,
S,129,
P,63,
P,74,
P,33,
P,58,
P,20,
S,156,
P,37,
P,26,
P,49,
P,28,
S,112,
P,57,
R,204,$5.64
S,5,
R,33,$5.36
R,37,$12.02
R,219,$7.39
R,171,$9.23
S,99,
P,66,
P,31,
P,52,
P,46,
P,46,
R,36,$8.71
R,190,$6.08
S,171,
R,257,$19.95
P,19,
S,64,
P,65,
R,163,$1.00
S,130,
R,217,$7.89
R,111,$8.54
P,65,
S,155,
S,28,
S,98,
R,252,$7.45
R,72,$8.13
S,92,
R,201,$16.88
P,25,
R,132,$4.98
S,104,
R,99,$8.26
S,163,
R,72,$11.56
S,12,
S,161,
R,19,$6.80
R,121,$15.18
P,38,
R,136,$13.55
P,10,
R,93,$11.65
S,143,
R,265,$4.88
R,194,$4.46
R,209,$1.78
S,109,
S,76,
P,21,
R,85,$15.59
R,263,$10.23
P,46,
S,24,
R,225,$4.85
R,207,$9.36
S,21,
S,36,
S,41,
R,199,$15.63
S,126,
P,59,
P,43,
S,59,
S,163,
R,51,$12.57
S,175,
R,150,$15.78
R,95,$11.17
R,139,$7.36
S,130,
R,64,$2.36
P,51,
R,40,$9.72
R,233,$18.13
P,15,
P,10,
P,53,
R,215,$16.77
P,35,
S,45,
S,90,
P,31,
R,115,$15.54
S,176,
S,26,
R,151,$16.38
R,158,$7.86
P,24,
P,35,
S,17,
S,14,
S,112,
S,15,
S,12,
S,70,
P,47,
S,179,
S,133,
P,51,
R,262,$15.13
P,73,
P,40,
P,44,
R,123,$9.02
P,66,
R,262,$13.66
P,41,
S,119,
P,72,
R,116,$11.63
S,57,
P,34,
S,157,
S,141,
R,149,$2.96
P,70,
P,21,
R,232,$3.25
S,59,
R,141,$3.04
S,135,
P,67,
S,35,
S,139,
S,165,
S,5,
S,120,
R,223,$5.05
R,150,$9.54
P,20,
S,95,
P,16,
R,106,$3.76
P,65,
S,61,
R,262,$11.23
R,35,$11.25
P,35,
R,199,$2.55
P,22,
S,8,
S,161,
P,51,
P,44,
R,264,$1.02
S,152,
P,27,
R,264,$15.87
R,240,$4.82
S,140,
S,125,
S,161,
R,122,$8.02
R,167,$17.94
P,70,
P,26,
P,53,
S,57,
R,152,$1.51
R,47,$14.85
R,186,$7.01
P,58,
R,263,$2.24
P,37,
R,36,$2.71
P,14,
S,44,
S,3,
S,25,
R,29,$10.69
P,14,
S,114,
P,40,
R,154,$4.49
P,36,
S,126,
S,138,
S,150,
S,72,
P,40,
R,67,$8.95
R,225,$9.07
S,150,
S,148,
S,154,
S,92,
S,106,
P,74,
R,215,$7.13
S,95,
R,146,$15.28
R,97,$6.62
P,21,
S,144,
S,21,
P,49,
P,11,
P,32,
S,54,
R,250,$14.79
S,51,
P,19,
S,48,
S,25,
R,26,$6.99
R,25,$6.64
S,35,
S,62,
P,24,
P,53,
P,17,
R,132,$3.13
R,254,$18.48
P,12,
R,263,$14.04
R,2,$18.26
P,29,
S,153,
R,66,$12.92
P,69,
S,102,
R,255,$15.43
S,179,
S,98,
P,68,
R,36,$7.31
R,45,$15.42
S,144,
S,165,
S,80,
S,101,
R,164,$16.11
P,34,
R,160,$2.76
S,10,
P,20,
S,69,
R,211,$17.59
R,207,$13.12
P,52,
P,50,
P,65,
S,6,
S,26,
R,40,$14.26
P,44,
S,140,
R,9,$4.38
P,61,
S,158,
S,53,
R,22,$12.52
S,162,
R,60,$15.24
R,52,$1.66
R,122,$9.02
R,229,$3.34
S,141,
P,67,
R,122,$1.84
P,40,
R,138,$9.91
S,162,
P,45,
R,45,$17.38
R,140,$4.72
S,114,
R,110,$2.96
S,11,
P,35,
R,24,$7.66
S,176,
S,172,
R,232,$11.55
S,47,
R,210,$19.68
S,96,
P,52,
R,211,$14.90
P,21,
S,15,
R,62,$6.74
R,24,$1.67
R,227,$10.26
P,30,
P,46,
S,109,
R,59,$11.93
R,100,$12.84
R,262,$9.78
S,5,
S,115,
S,141,
R,262,$6.57
R,58,$13.83
S,93,
S,89,
P,49,
R,106,$7.85
P,32,
P,71,
R,195,$18.18
R,28,$4.99
R,15,$13.52
S,26,
P,51,
P,40,
P,65,
S,156,
P,45,
P,26,
R,237,$10.02
R,12,$13.29
R,2,$12.87
R,207,$2.53
P,12,
S,92,
P,28,
R,210,$15.76
R,124,$10.94
R,226,$14.80
P,54,
S,16,
S,51,
R,257,$9.39
R,260,$2.99
S,136,
R,187,$4.46
R,6,$10.68
P,29,
R,65,$8.35
P,68,
R,110,$3.99
P,47,
S,67,
R,176,$7.16
P,18,
P,37,
R,83,$7.92
P,66,
S,87,
P,37,
P,34,
S,90,
P,17,
R,55,$12.12
P,62,
R,130,$14.53
R,37,$16.21
R,97,$16.28
R,133,$2.24
S,49,
S,45,
R,135,$18.86
P,43,
R,103,$13.43
P,25,
P,63,
R,104,$4.88
P,73,
S,70,
P,74,
P,23,
S,121,
P,34,
R,233,$14.06
S,111,
S,162,
P,39,
S,171,
S,19,
S,93,
R,35,$16.52
S,95,
P,32,
R,237,$1.59
P,31,
S,8,
P,26,
S,46,
P,46,
R,86,$15.51
R,148,$19.44
P,36,
P,38,
P,39,
P,34,
S,69,
S,150,
P,74,
R,103,$3.61
S,176,
P,18,
R,43,$2.88
R,110,$7.34
R,172,$11.55
P,70,
P,58,
P,51,
P,18,
S,158,
S,95,
R,73,$12.95
S,150,
P,75,
S,26,
R,36,$9.44
S,137,
P,17,
R,53,$8.89
R,238,$12.17
R,5,$13.05
R,107,$16.65
R,256,$12.75
P,68,
S,67,
R,90,$10.75
P,35,
R,243,$19.85
S,6,
S,15,
P,40,
R,175,$3.38
S,53,
P,69,
S,171,
R,76,$17.92
R,141,$8.36
R,25,$10.30
S,157,
P,27,
S,14,
P,44,
R,228,$16.28
R,174,$7.80
P,53,
R,91,$10.45
P,22,
P,54,
P,43,
R,67,$9.82
S,91,
P,74,
S,150,
S,26,
R,102,$8.12
R,249,$13.60
P,74,
P,44,
S,143,
P,27,
R,243,$7.28
S,96,
P,48,
P,72,
P,15,
S,97,
S,171,
P,22,
S,19,
S,177,
R,175,$5.55
P,29,
S,49,
R,48,$10.68
S,104,
P,34,
S,97,
R,66,$13.07
P,28,
R,168,$13.60
P,40,
S,18,
P,50,
R,203,$13.13
P,21,
P,39,
R,244,$1.71
P,31,
S,146,
R,22,$5.04
P,49,
S,127,
S,159,
R,131,$17.87
P,74,
S,40,
R,40,$3.06
R,182,$8.89
P,30,
S,52,
P,48,
S,54,
R,176,$9.85
S,170,
P,49,
P,64,
S,151,
P,14,
S,77,
P,54,
P,44,
S,97,
S,116,
R,245,$1.82
P,49,
R,245,$6.25
R,218,$6.83
P,53,
P,71,
P,35,
S,102,
R,107,$17.61
S,68,
S,58,
R,112,$18.08
S,25,
R,35,$9.75
R,221,$9.09
R,119,$14.71
P,69,
R,119,$12.98
S,84,
S,57,
S,160,
P,62,
R,13,$1.06
P,22,
S,172,
R,137,$19.71
P,55,
S,118,
S,25,
P,43,
P,44,
P,10,
R,110,$4.76
S,109,
R,264,$19.63
P,22,
R,116,$7.37
S,102,
R,234,$4.93
P,25,
R,139,$17.54
P,25,
R,200,$2.07
P,75,
P,17,
P,53,
R,199,$16.14
P,38,
S,85,
P,27,
R,166,$17.34
S,90,
R,156,$4.59
S,110,
P,63,
S,163,
S,142,
S,41,
S,168,
R,240,$6.93
S,38,
R,36,$18.89
P,46,
R,156,$8.50
S,171,
P,46,
P,14,
P,18,
P,74,
P,24,
P,44,
P,30,
P,19,
P,74,
S,105,
R,121,$11.67
R,1,$12.24
R,80,$4.58
P,48,
S,90,
R,77,$2.51
R,39,$7.72
S,174,
R,208,$2.78
P,46,
S,4,
S,81,
R,258,$3.71
S,120,
S,91,
P,40,
P,49,
P,14,
S,17,
P,35,
S,157,
P,20,
P,58,
S,47,
S,18,
S,114,
P,11,
P,39,
R,145,$17.22
R,102,$12.54
P,28,
S,67,
R,141,$11.40
S,159,
P,13,
P,24,
P,55,
S,84,
S,127,
S,128,
R,112,$12.90
R,160,$17.65
R,144,$14.54
S,64,
P,24,
P,46,
R,82,$15.36
P,27,
P,62,
S,177,
P,32,
P,23,
P,70,
P,55,
R,239,$18.59
R,115,$1.20
P,67,
S,65,
R,258,$13.92
S,140,
S,85,
S,111,
R,139,$10.70
P,69,
S,174,
P,62,
S,3,
S,42,
P,24,
S,155,
S,30,
S,120,
S,172,
S,54,
S,42,
R,192,$1.02
S,166,
S,85,
S,120,
R,225,$6.07
S,60,
R,247,$12.41
S,13,
R,23,$17.73
S,69,
P,30,
P,10,
S,3,
R,33,$17.87
R,155,$13.39
P,34,
P,52,
R,36,$9.47
P,60,
P,50,
P,63,
P,52,
P,10,
S,156,
S,64,
P,56,
S,108,
S,167,
P,36,
R,223,$2.20
R,188,$3.59
R,67,$5.33
S,113,
S,33,
P,31,
R,82,$14.12
P,64,
R,60,$16.22
R,123,$4.32
S,122,
P,21,
R,2,$8.76
R,133,$3.38
S,51,
R,140,$11.58
P,40,
S,52,
S,4,
R,214,$14.44
S,67,
P,38,
R,179,$19.50
P,53,
S,157,
P,13,
P,36,
S,56,
R,94,$16.14
P,12,
P,14,
P,33,
R,76,$13.09
P,40,
P,61,
P,64,
S,175,
R,138,$2.63
R,29,$14.60
P,42,
S,1,
P,12,
R,58,$19.10
P,61,
R,189,$11.34
P,10,
R,94,$1.35
R,238,$14.61
S,96,
R,11,$15.12
R,175,$7.85
P,53,
R,90,$9.31
S,36,
S,177,
P,69,
S,101,
R,196,$4.92
P,45,
P,59,
P,56,
R,167,$4.12
P,69,
R,228,$16.16
S,24,
S,138,
S,10,
P,12,
R,3,$14.95
P,17,
P,75,
R,8,$1.15
S,171,
P,49,
R,182,$12.67
S,103,
R,14,$10.14
P,11,
R,191,$9.22
R,263,$9.75
R,188,$19.43
S,69,
R,1,$9.42
R,236,$3.24
S,159,
S,14,
R,252,$1.52
S,51,
S,62,
R,47,$16.78
S,115,
P,41,
P,29,
S,34,
S,80,
R,233,$17.04
R,77,$15.86
S,164,
P,71,
S,97,
R,152,$11.17
S,9,
R,229,$10.86
P,31,
R,81,$11.51
P,26,
P,12,
P,71,
S,6,
R,88,$10.98
P,27,
R,50,$7.85
P,53,
R,60,$17.43
P,43,
S,141,
R,141,$15.20
R,263,$14.32
P,49,
R,146,$9.91
P,69,
S,135,
S,23,
S,18,
P,59,
P,45,
P,61,
R,130,$15.62
S,75,
P,35,
P,30,
P,19,
R,95,$9.31
P,20,
R,256,$9.72
S,88,
P,63,
S,161,
R,20,$6.72
P,34,
R,106,$10.07
S,112,
P,37,
R,54,$16.16
S,89,
R,47,$6.57
S,23,
R,71,$9.53
P,28,
S,10,
S,128,
S,31,
P,44,
P,21,
R,90,$3.97
S,103,
S,38,
P,54,
S,149,
R,217,$16.93
R,262,$2.05
P,56,
S,138,
P,61,
S,136,
P,31,
S,46,
S,174,
P,69,
S,159,
R,98,$7.19
S,67,
S,175,
